MLSNumber|Category|Status|Price|SoldDate|SoldPrice|StNumber|StDir|StName|StType|Unit|City|Locale|ZipCode|Subdivision|County|Area|MLSSubAreaCode|Bdrm|Bath|Style|LandSize|GarType|GarSpaces|Elementary|MiddleSchool|HighSchool|OfficeName|OfficePhone|AgentName|AgentPhone|OfficeCode|DOM|AssessorCode|YearBuilt|NewConstruction|TotalSqFt|FinishedSQFTincBasement|FinishedSQFT|LowerSQFT|MainFloorSQFT|UpperSQFT|BasementSQFT|BasementFoundation|DesignFeatures|Fireplace|Heating|MasterBedroomBath|Type|Acres|LotSize|Zoning|AssocFee|EstAnnualTaxes|TaxYear|LargeText|TotalUnits|HalfBaths|ThreeQuarterBaths|FG_Description|Longitude|Latitude|FullBaths|LastUpdateDate|ListDate|BuyerOfficeMlsId|BuyerAgentFirstName|BuyerAgentLastName|FG_NewFinancing|FG_Ownership|AssocFeeFreq
1058578|1|Sold|450000|06/18/2026|450000|1950||Montview|Dr||Greeley|Greeley|80631|Glenmere Park 1st Add|Weld|10|8|4|3|1 Story/Ranch||Attached|2|Jackson|Tointon Academy|Greeley Central|C3 Real Estate Solutions, LLC|9702255152|Erin Brady|9709788698|JCSRE|35|R3152186|1948|0|1639|1639|1639||1639||0|Crawl Space|Eat-in Kitchen,Separate Dining Room,Washer/Dryer Hookups|Living Room Fireplace|Forced Air|Full Primary Bath|Contemporary/Modern|0.34|14700|SFR||1846|2024|Welcome to 1950 Montview Drive in Greeley-situated on a desirable corner lot in the sought-after Glimmer neighborhood. This fully remodeled 4 bedroom 3 bathroom home offers convenient main-level living with stylish updates throughout, including stainless steel appliances and A/C for year-round comfort. Enjoy the freedom of no metro district and no HOA in a location that combines charm, functionality, and ease.||1|0||-104.711046|40.406744|2|Jun 18 2026 01:15PM|05/08/2026|07592|Jeffrey|Pyle|Cash,Conventional,FHA,VA|Private Owner|
1058635|1|Sold|400000|06/05/2026|400000|507||31st|Ave||Greeley|Greeley|80634|Broadview Acres 8th Add|Weld|10|3|4|2|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|KW Top of the Rockies - Elevate|9705735791|June Lemmings|9705735791|07817|29|R1736786|1969|0|2320|2320|1240||1240||1080|Full Basement,90%+ Finished Basement|Separate Dining Room,Washer/Dryer Hookups,Wood Floors|Gas Fireplace,Family/Recreation Room Fireplace|Forced Air|Shared Primary Bath,Full Primary Bath|Contemporary/Modern|0.21|9187|RES||2195|2025|Beautifully maintained 4 bedroom, 2 bathroom home located directly across from a large park in a desirable Greeley neighborhood! This spacious home offers a functional layout with 3 bedrooms upstairs, 1 bedroom downstairs, plus an office area perfect for working from home or additional flex space. The main level features luxury vinyl plank flooring, hardwood floors, warm natural lighting, a separate dining room & a large kitchen with abundant cabinet space, additional bar countertop seating & plenty of room for entertaining. The finished basement includes a spacious rec/family room with a cozy gas fireplace, creating the perfect second living space. Outside, enjoy a large 9,187 sq ft lot with RV parking, newly laid sod & plenty of outdoor space to relax or entertain. The attached 2 car garage includes built in shelving & a workbench area, offering excellent storage & workspace. Conveniently located near parks, schools, shopping & more!||0|1||-104.730802|40.427942|1|Jun 06 2026 09:39AM|05/08/2026|07812|Casey|Baker|Cash,Conventional,FHA,VA,1031 Exchange|Private Owner|
1058810|2|Sold|279900|07/02/2026|279900|2701|W|19th|St Dr|12|Greeley|Greeley|80634|Cottonwood East 1st Supp|Weld|10|9|4|2|2 Story||Detached|2|Meeker|Heath|Greeley Central|The TC Group, LLC|9707763305|Zach Chicoine|9707763305|0TCGR|52|R2284686|1979|0|1782|1782|1236||1236||546|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Open Floor Plan,Walk-in Closet,Washer/Dryer Hookups|Living Room Fireplace|Hot Water,Baseboard Heat|Shared Primary Bath||0.02|703|RES|450|1522|2025|Beautiful End Unit townhome sits at end of quiet Cul-De-Sac! Private fenced in Court yard with full 2 car garage! Recently updated with White Shaker Cabinets, Granite Slab Countertops, Under mount sinks, Custom Backsplash, New 2 Tone Paint, New Flooring through out, New Carpet, Remodeled modern bathroom, large master suite, newer stainless steel appliances, updated fixtures, wood burning living room fireplace newer fixtures. Lots of shared green belt space to play out front. Agent owned.Buyer to verify sq ft and room measurements.||1|0||-104.725729|40.407804|1|Jul 02 2026 05:30PM|05/12/2026|M9177|Miriaha|Ogletree|Cash,Conventional,VA|Licensed Owner|Monthly
1058813|1|Withdrawn|345000|||1910||29th|Ave||Greeley|Greeley|80634|Cottonwood Creek Condo|Weld|10|9|3|3|1 Story/Ranch||Attached|2|Meeker|Heath|Greeley Central|Sears Real Estate|9703307700|Steve Baker|9703020879|1SEAR|21|R2275186|1974|0|2188|2188|1142||1142||1046|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Cathedral/Vaulted Ceilings,Open Floor Plan,Washer/Dryer Hookups,Skylights|Gas Fireplace,Gas Logs Included,Living Room Fireplace|Forced Air|Full Primary Bath|Contemporary/Modern|0.04|1663|RL|545|1836|2025|Beautifully updated detached condo! Featuring 3 spacious bedrooms, 3 baths, a lovely kitchen with newer cabinets, & all stainless steel appliances included! Updated bathrooms, a newer water heater and A/C unit, vaulted ceilings in living room with skylights, gas fireplace, an enclosed yard area and decks in the front and back! HOA includes interior & exterior water, trash, snow removal, lawn care, exterior maintenance, hazard insurance, pool, clubhouse, tennis courts, and landscaping. This is the ONE!||0|0||-104.729114|40.408672|3|Jun 01 2026 03:21PM|05/12/2026||||Cash,Conventional,VA|Private Owner|Monthly
1058957|1|Withdrawn|388000|||4301||23rd|St||Greeley|Greeley|80634|Virginia Hills 1st Rplt|Weld|10|13|3|3|Tri-Level||Attached|2|Monfort|OTHER|Greeley West|Tallent Co. Real Estate|3034345321|Liberty Montes|9709396881|07411|1|R2505986|1985|0|1656|1656|1656||1656||0|Partial Basement,90%+ Finished Basement,Daylight Basement|Separate Dining Room,Cathedral/Vaulted Ceilings,Pantry,Bay or Bow Window,Washer/Dryer Hookups|Basement Fireplace|Forced Air|||0.24|10252|SFR||2185|2025|||1|0||-104.748202|40.401142|2|May 13 2026 03:57PM|05/13/2026||||Cash,Conventional,FHA,VA|Private Owner|
1059328|1|Active|419900|||1501||45th|Ave||Greeley|Greeley|80634|College Green 2nd Fg|Weld|10|10|3|2|Tri-Level||Attached|2|Monfort|OTHER|Greeley Central|eXp Realty LLC|8884402724|Shavonn Janes|9705818838|EXPRE|61|R2075186|1978|0|2637|2637|1448||269|1179|1189|90%+ Finished Basement||Family/Recreation Room Fireplace|Forced Air|||0.2|8805|RES||2485|2025|Located in the established College Green neighborhood, this inviting home offers space, comfort, and a setting you'll love coming home to.Mature landscaping and low-maintenance siding create great curb appeal, while inside, the layout is both functional and flexible with two spacious living areas and oversized bedrooms. A cozy fireplace anchors the main living space, making it the perfect spot to unwind.Recent updates include new carpet, and fresh paint, making this home fresh and move-in ready! Step outside from the dining area to a private, shaded deck ideal for entertaining or enjoying quiet evenings complete with a gas hookup for easy grilling. Tucked away in a peaceful neighborhood, yet just minutes from shopping, dining, and daily conveniences, this home offers the best of both comfort and location.||0|0||-104.752251|40.412674|2|Jul 06 2026 09:12AM|05/16/2026||||Cash,Conventional,FHA,VA|Private Owner|
1059446|1|FirstRight|430000|||2145||Buena Vista|Dr||Greeley|Greeley|80634|Cascade Park 1st Add|Weld|10|14|3|2|1 Story/Ranch||Attached|2|Meeker|Heath|Greeley West|Sears Real Estate|9703307700|Bonnie Martin|9705760502|1SEAR|66|R2354586|1967|0|2552|2552|1276||1276||1276|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Open Floor Plan,Washer/Dryer Hookups,Wood Floors||Forced Air|Shared Primary Bath,Full Primary Bath||0.23|10000|RES||1676|2025|Imagine a lifestyle where everything you need is just minutes from your doorstep. Nestled in one of Greeley's established neighborhoods, this inviting brick ranch offers the convenience of being close to parks, walking paths, Centennial Pool, local shopping, dining, and everyday essentials. Spend summer afternoons at the pool, enjoy an evening stroll through the neighborhood, or meet friends for dinner without venturing far from home.Inside, the thoughtfully designed layout offers 3 bedrooms and flexible living space to fit a variety of lifestyles. The remodeled kitchen serves as the heart of the home, featuring modern finishes and a welcoming space to gather, cook, and connect. A full finished basement provides additional room for entertaining, hobbies, guests, or simply spreading out and enjoying everyday life.Large windows fill the home with natural light, creating a warm and inviting atmosphere throughout. Outside, the beautifully maintained yard offers space to relax, garden, or host friends and family. The energy-efficient solar system adds value while supporting a more sustainable lifestyle.Combining the charm of a mature neighborhood with the convenience of a central Greeley location, this home offers more than just a place to live-it offers a place to enjoy life.||0|0||-104.72152|40.403619|2|Jul 21 2026 04:15AM|05/19/2026||||Cash,Conventional,FHA,VA|Private Owner|
1059528|1|Sold|479900|06/22/2026|495000|1721||27th|Ave||Greeley|Greeley|80634|Rolling Hills 1st Add|Weld|10|9|4|4|Tri-Level||Attached|2|Scott|Heath|Greeley Central|Find Colorado Real Estate|9702374993|Davis Van Tilburg|9706128999|FINC1|32|R2298986|1971|0|2711|2662|2089|766|636|687|622|Partial Basement|Eat-in Kitchen,Separate Dining Room,Cathedral/Vaulted Ceilings,Open Floor Plan,Workshop,Bay or Bow Window,Walk-in Closet,Sunroom|Living Room Fireplace,Masonry Fireplace|Forced Air|3/4 Primary Bath||0.23|10167|SFR||2583|2025|This remodeled 4-bedroom, 3-bath home shines in a desirable Greeley neighborhood with no HOA and delivers the perfect mix of modern upgrades and everyday livability. The kitchen impresses with granite counters and stainless steel appliances that make cooking effortless and enjoyable, while a wood-burning fireplace creates a warm gathering spot in the living area and the sunroom invites you in with vaulted ceilings and abundant natural light. The primary bedroom feels like a true retreat with its huge walk-in closet and private ensuite bathroom, and the remodeled bathrooms throughout offer fresh, stylish finishes. A bonus room off the large garage is currently a home gym but converts easily into storage, an office, or a workshop. Outside, the huge corner lot is a standout with tons of parking for your RV, boat, and toys, a large garden area where you can grow fresh produce or even keep chickens for farm-fresh eggs, and a covered patio ideal for relaxing or entertaining no matter the weather. Plus, you're just a quick walk out the front door to Cottonwood Lake and Woodbriar Park for lakeside strolls and recreation. The included owned 38-panel solar system offsets a significant portion of electric usage for real monthly savings on your utility bills and potential net zero operation providing real sustainability. You'll also appreciate the newer roof and water heater from 2019 plus the 2-car attached garage and Central AC system.||1|2||-104.724108|40.412153|1|Jun 24 2026 04:15AM|05/20/2026|8RM1L|Julie|Swanty|Cash,Conventional,FHA,VA|Private Owner|
1059632|1|Sold|350000|06/30/2026|367000|1931||34th|Ave||Greeley|Greeley|80634|Rolling Hills 3rd Add|Weld|10|9|5|3|1 Story/Ranch||Attached|2|Meeker|Heath|Greeley Central|RE/MAX Alliance-Greeley|9703305000|Chad Nixon|9707760658|1RMFG|42|R2243886|1973|0|2152|2152|1076||1076||1076|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room|Electric Fireplace|Forced Air|3/4 Primary Bath||0.19|8190|RL||1539|2025|Multiple offers received. Please submit by Saturday 5/22 at 8 PM. This spacious 5-bedroom, 3-bath, 2 car garage home offers incredible value at just $350,000 with room to add your own personal touches over time while being clean, well-maintained, and move-in ready from day one. Freshly cleaned carpets and a professionally deep-cleaned interior make this home ready for its next owner.The main floor features a primary bedroom with private 3/4 bath, plus two additional bedrooms and another full bath. The functional layout offers generous living space, a bright dining area, and a kitchen with ample cabinet storage and great potential for future updates and sweat equity.Downstairs, you'll find a large rec/family room with built-in shelving and an electric fireplace, creating a cozy second living space. The basement also includes two additional bedrooms, a laundry room, walk-in storage closets, and another bathroom, providing excellent storage and flexibility. With its spacious layout and multiple living areas, this property could also make an excellent rental or income-producing opportunity.Outside, enjoy the oversized covered patio, sprinkler system, hot tub included, dog run, and three storage sheds providing plenty of room for tools, hobbies, or extra storage. One shed has electricity and its own A/C unit, making it ideal for a hobby space, playroom, or private home office. The backyard also features paver/flagstone areas and excellent space for entertaining, gardening, or relaxing.Additional features include a newer A/C unit, leased security system (seller may remove or buyer can assume lease/payments), and leased solar panels that help provide predictable monthly electric costs and potential savings compared to rising utility rates. No HOA or metro district! Conveniently located near grocery stores, restaurants, and everyday amenities.Move-in ready and priced to sell! Solar lease $114.59 monthly with 2.90% annual increase. 7th year of 20 year lease.||0|2||-104.734639|40.408809|1|Jun 30 2026 07:45PM|05/20/2026|1RMFG|Chad|Nixon|Cash,Conventional,FHA,VA|Private Owner|
1059948|1|Active|499000|||2709|W|17th|St||Greeley|Greeley|80634|Rolling Hills 1st Add|Weld|10|9|4|3|Tri-Level||Attached|2|Scott|Heath|Greeley Central|LPT Realty, LLC.|8773662213|Kendra Bajcar|9705710525|07444|61|R2295686|1969|0|2512|2422|1812||1812||700|Partial Basement,90%+ Finished Basement|Eat-in Kitchen,Washer/Dryer Hookups||Forced Air|Full Primary Bath||0.23|10100|RES||1921|2025|Welcome to this charming West Greeley property where space, privacy, and versatility come together-all with NO HOA! One of the first things you'll notice is the impressive detached, heated 2-car garage/shop, offering the perfect space for car enthusiasts, woodworking, hobbies, projects, extra storage, or recreational equipment. Paired with a large private lot in the established Rolling Hills neighborhood, this property offers the freedom and flexibility that's becoming increasingly difficult to find. Inside, you'll find over 2,400 finished square feet with a spacious split-level floor plan featuring 3 bedrooms, 3 bathrooms, multiple living areas, and a partially finished basement. The basement includes a non-conforming fourth bedroom and provides additional space for entertaining, a home office, workout area, guest accommodations, hobbies, or storage-making it easy to adapt the home to your lifestyle. Outside, the oversized backyard offers plenty of room to relax, garden, play, or entertain, while the absence of HOA restrictions gives you the flexibility to truly make the property your own. Conveniently located near shopping, dining, schools, parks, and commuter routes, this home combines the convenience of in-town living with the larger lot and privacy many buyers are searching for in Northern Colorado. Whether you're looking for a workshop, extra garage space, room for your toys, or simply more breathing room, this versatile West Greeley property checks all the boxes. Properties with a heated shop, larger lots, basement flexibility, and no HOA rarely come available-don't miss your opportunity to own this exceptional home in one of Greeley's established neighborhoods.||0|0||-104.72334|40.413412|3|Jul 07 2026 09:15AM|05/22/2026||||Cash,Conventional,FHA,VA|Private Owner|
1059984|1|Sold|375000|06/17/2026|327500|611||41st|Ave||Greeley|Greeley|80634|Westmoor Acres 1st Fg|Weld|10|2|4|2|Four-Level||Attached|2|Shawsheen|Franklin|Northridge|eXp Realty - Hub|9706822251|Elliot Roffman|9707999645|07524|22|R1859386|1977|0|2104|2104|1640|588|464|588|464|90%+ Finished Basement|Eat-in Kitchen,Cathedral/Vaulted Ceilings||Forced Air|Shared Primary Bath,Full Primary Bath|Contemporary/Modern|0.22|9692|RL||2334|2025|Unlock incredible potential with this diamond-in-the-rough opportunity at 611 41st Ave in Greeley! Whether you're an investor, a savvy flipper, or a buyer ready to put your personal touch on a home, this property delivers tremendous upside at an attainable price point.Step outside and be impressed. The exterior presents beautifully and is truly move-in ready from the curb. The home boasts a newer roof, newer fence, and a fresh exterior paint job. This means, the big-ticket items are already done for you. The property's curb appeal is solid, with a clean, well-maintained facade that makes a strong first impression on the block.The interior is where your vision comes to life. In need of updating and TLC throughout, the inside offers a blank canvas for cosmetic upgrades. Think fresh flooring, modern fixtures, updated kitchen and bath finishes, and fresh interior paint. The bones are there; it simply needs your personal touch to be transformed into something spectacular. Priced to reflect the work needed, this is your chance to build instant equity in a growing Colorado community.Located in established Greeley, enjoy convenient access to Shawsheen Elementary School, shopping, dining, parks, and the University of Northern Colorado campus. Don't miss your chance to make this property exactly what you've been envisioning. Opportunities like this don't last long. Schedule your showing today!||0|0||-104.746463|40.427159|2|Jun 18 2026 07:06AM|05/26/2026|07333|Bruce|McConnell|Cash,Conventional,FHA,VA|Private Owner|
1060085|1|Backup|415000|||1200||43rd|Ave|1|Greeley|Greeley|80634|Ventana Villas|Weld|10|10|4|2|1 Story/Ranch||Attached|3|Scott|Franklin|Greeley Central|Sears Real Estate|9703307700|Steve Baker|9703020879|1SEAR|58|R0221994|1993|0|1896|1896|1896||1896||0|No Basement|Eat-in Kitchen,Separate Dining Room,Cathedral/Vaulted Ceilings,Open Floor Plan,Walk-in Closet,Washer/Dryer Hookups|Gas Fireplace,Gas Logs Included|Forced Air||Patio Home|0.12|5044|RL|250|2324|2025|This stunning four-bedroom, two-bathroom, ranch-style home offers single-level living with a practical, well-thought-out layout. The open floor plan connects the main living areas seamlessly, making day-to-day living and entertaining equally comfortable. Luxury Vinyl flooring covers the main living areas, providing a durable, easy-to-maintain surface, while carpeted bedrooms offer added comfort. The three-car garage provides ample space for vehicles, storage, or a workspace - a rare find for low-maintenance patio homes! Find additional peace of mind with a newer furnace, air-conditioning unit, and water heater. Centrally located, the property provides straightforward access to shopping, dining, schools, and major roadways. Schedule your showing today!||0|0||-104.747894|40.419801|2|Jul 21 2026 04:15AM|05/27/2026||||Cash,Conventional,FHA,VA|Private Owner|Monthly
1060146|1|Sold|360000|07/02/2026|355000|1915||23rd|Ave Ct||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Meeker|Heath|Greeley Central|eXp Realty - Loveland|8884402724|Tammy Fisher|9702183383|07397|36|095912415027|1964|0|2106|2106|1800||1053||1053|Full Basement,75%+Finished Basement|Eat-in Kitchen,Stain/Natural Trim,Wood Floors||Forced Air|Shared Primary Bath|Zero Lot Line|0.16|6975|RES||1970|2025|Step into a piece of Greeley history with this lovingly preserved 1964 bungalow in the desirable Rolling Hills neighborhood. Full of authentic mid-century charm, this home offers a rare opportunity to own a property that has retained its original character while being meticulously cared for over the years.The main level features three comfortable bedrooms, a full bathroom, and a bright, welcoming living room. Original hardwood floors and pristine vintage cabinetry showcase the timeless craftsmanship and style of the 1960s, creating a warm and nostalgic atmosphere that is increasingly hard to find.Downstairs, the finished basement expands your living space with an additional bedroom, a second full bathroom, and a spacious family room-perfect for guests, hobbies, or a private retreat.Outside, the large fenced backyard offers room to garden, play, or entertain, complete with an original clothesline that adds to the home's authentic charm. A single-car garage provides convenient parking and storage.Whether you are a mid-century enthusiast or a buyer eager to personalize a solid, well-maintained home, this Rolling Hills gem offers incredible potential in one of Greeley's most established neighborhoods. Preserve its vintage appeal or update it to reflect your own style-the possibilities are endless.||0|0||-104.717187|40.408507|2|Jul 06 2026 02:30PM|05/19/2026|M5718|Michael|Marino|Cash,Conventional,FHA,VA|Private Owner|
1060234|1|Backup|349900|||819||35th|Ave||Greeley|Greeley|80634|Edwards Homes Sub|Weld|10|2|5|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|Sears Real Estate|9703307700|Ryan Andre|9703811081|1SEAR|57|R1893786|1956|0|1900|1850|950||950||950|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Open Floor Plan,Washer/Dryer Hookups,Wood Floors|2+ Fireplaces,Living Room Fireplace,Basement Fireplace|Forced Air|Shared Primary Bath||0.14|5976|RL||1167|2025|All brick ranch with easy access to stores, restaurants, schools, and bus routes. This 5 bed, 2 bath, home is located in the center of Greeley, featuring wood floors, coved ceilings, an enclosed patio that can be used as a large dining area, and 2 fireplaces. The kitchen offers lots of cabinets and counter space and the 2 bedrooms on the main are nice size with wood floors. The basement is finished with a large family room and 3 more bedrooms. The back yard has a nice covered patio, 2 storage sheds and an RV Storage pad that is 30 x 12. Roof is less than 8 years old ( APX), Furnace is newer (Appx 3 years old) and is prewired for A/C. There is an instant hot under the sink for instant hot water. Buyer Incentive! Finance this beautiful home purchase with listing agents preferred lender and receive up to a $5,000 lender credit to be applied toward eligible closing costs and prepaid items at closing. Credit available to qualified borrowers and subject to loan approval, program guidelines, and closing with preferred lender.||1|1||-104.735506|40.424112|0|Jul 21 2026 04:18PM|05/26/2026||||Cash,Conventional,FHA,VA|Private Owner|
1060240|1|Backup|429000|||2164||27th|Ave||Greeley|Greeley|80634|Cascade Park 3rd Add 2nd Rplt|Weld|10|14|3|3|1 Story/Ranch||Attached|2|Meeker|Heath|Greeley West|SORA Realty|9707794861|Tabala A Jaramillo|9703738969|NESTR|55|R2350986|1973|0|2778|2778|1554||1554||1224|90%+ Finished Basement|Cathedral/Vaulted Ceilings,Washer/Dryer Hookups|Living Room Fireplace|Forced Air|3/4 Primary Bath||0.26|11421|SFR||1877|2025|Welcome to this spacious ranch-style home offering 2,778 finished square feet on a large corner lot in a centrally located Greeley neighborhood. With multiple living areas and an expansive finished basement featuring 3 nonconforming bedrooms and additional flexible living space, this well-maintained property provides exceptional flexibility and value. A one-year First American Eagle Premier Home Warranty is included, and the home is competitively priced to allow the next owner the opportunity to update and personalize to their taste. Enjoy mature landscaping, an east-facing backyard, a south-facing driveway, and a covered patio overlooking the spacious fenced backyard. The kitchen features cherry cabinetry, while the bathrooms have been refreshed over the years. Additional highlights include a Class 4 impact-resistant roof and a paid-for solar drain-back water heating system, providing long-term value and efficiency. Whether you're looking for room to spread out, work from home, entertain, or pursue your interests, this home offers a versatile floor plan with abundant usable space. Conveniently located near shopping, dining, parks, schools, and everyday amenities, this property presents an excellent opportunity to personalize and build equity while enjoying nearly 2,800 square feet of finished living space.||0|2||-104.724231|40.402399|1|Jul 21 2026 04:15AM|05/27/2026||||Cash,Conventional,FHA,VA|Private Owner|
1060347|1|Backup|374900|||3028|W|6th|St||Greeley|Greeley|80634|Broadview Acres 8th Add|Weld|10|3|4|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|Keller Williams Realty NoCo|9704497100|Jennifer Clinkscales|9703085190|KWFTG|56|R1744886|1969|0|2388|1956|1524||1524||864|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Washer/Dryer Hookups,Wood Floors||Forced Air|Shared Primary Bath,3/4 Primary Bath|Contemporary/Modern|0.19|8160|SFR||2114|2025|Step into this charming and spacious ranch-style home w/ 4 generously sized bedrooms, 2-baths & a newly added office/non-conforming bedroom, perfectly positioned in the heart of Broadview Acres. Built with timeless appeal, this Ranch-style residence offers the perfect blend of comfort, functionality & tons of potential on a generous 8,160 sq ft corner lot. Imagine being just across the street from spacious Franklin Park and a block from Broadview Park. This prime spot delivers easy access to schools, shopping, dining, and parks, while offering the convenience of city living with a relaxed neighborhood feel. No HOA means freedom to make it truly your own - including plenty of room for your RV, boat, or camper on the extra concrete pad. Inside the home, a bright, functional kitchen featuring a gas range and stainless steel appliances, flowing seamlessly into a large dining area - ideal for family meals and entertaining, and newly remodeled bathrooms. Thoughtful details like ceiling fans, double-pane windows, attic fan and washer/dryer hookups keep everyday living effortless. The expansive backyard is an outdoor oasis - huge, fully fenced in, and perfect for summer BBQs, playtime, gardening, or simply unwinding under the Colorado sky. Whether you're a first-time buyer looking for room to grow, a family seeking space and proximity to parks or an investor ready to add your personal touch, this home delivers incredible value and lifestyle potential. Make sure you don't miss this one!||0|0||-104.730337|40.426662|2|Jul 06 2026 10:30AM|05/28/2026||||Cash,Conventional,FHA,VA|Private Owner|
1060430|1|Active|369900|||1510||29th|Ave||Greeley|Greeley|80634|Sherwood Park Sub|Weld|10|9|3|1|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|KW Top of the Rockies - Elevate|9705735791|June Lemmings|9705735791|07817|55|R2227286|1961|0|1900|1425|950||950||950|Full Basement,50%+Finished Basement|Separate Dining Room,Washer/Dryer Hookups,Wood Floors|No Fireplace|Forced Air|Shared Primary Bath,Full Primary Bath|Contemporary/Modern|0.19|8418|RES||1906|2025|Welcome to this inviting 3 bedroom ranch in Sherwood Park offering a comfortable layout, abundant natural light, and plenty of space to make your own. The main level features beautiful wood flooring, a spacious living area, separate dining space, and a functional kitchen with all appliances included. The recently remodeled bathroom adds a fresh, updated touch to the home. The finished basement provides a large family room and additional space that could be used for future bedrooms, a home office, gym, or hobby area. There is also a rough in already in place for an additional bathroom, offering excellent potential for future expansion. The oversized garage is a standout feature with a recently finished epoxy floor, providing a clean and versatile space for vehicles, storage, projects, or recreational equipment. Outside, enjoy the large fenced backyard with room to relax, entertain, garden, or play. Conveniently located near schools, parks, shopping, and everyday amenities, this home offers a great combination of space, flexibility, and location.||0|0||-104.727429|40.416203|1|Jul 15 2026 11:57AM|05/29/2026||||Cash,Conventional,FHA,VA|Private Owner|
1060462|1|Sold|415000|07/02/2026|415000|502||46th|Ave||Greeley|Greeley|80634|Westmoor Acres 1st Filing|Weld|10|2|4|3|Four-Level||Attached|2|Shawsheen|Franklin|Northridge|Austin & Austin Real Estate|9703530790|Chuck Bowles|9703960963|1AUST|35|R1862586|1978|0|2595|2420|1920|623|675|622|675|Full Basement,75%+Finished Basement|Eat-in Kitchen,Open Floor Plan|Fireplace Insert,Family/Recreation Room Fireplace|Forced Air|3/4 Primary Bath||0.2|8779|RL||2363|2025|Come take a look! Located in west Greeley, this 4-level home sits on a spacious corner lot and boasts vaulted ceilings in the living room, while the kitchen features ample cabinet space and a large skylight that adds a touch of brightness. Cozy up in the lower-level family room featuring a wood stove with brick surround and for added convenience, the laundry room is located just steps away from the garage. The upper level offers a primary suite with a 3/4 bath, plus two additional bedrooms near a shared full bath. The finished basement highlights a sizable bedroom with an egress window, a 3/4 bath and a rec room awaiting your personal touch. Enjoy your summer evenings on the expansive deck and patio, overlooking a large backyard surrounded by mature trees and landscaping for added privacy. With close proximity to shopping, dining and easy access to Highway 34, this home is a must-see! Make it yours today!||1|1||-104.7534|40.425648|1|Jul 06 2026 07:39AM|05/29/2026|M4972|Jennifer|Kearns|Cash,Conventional,FHA,VA|Private Owner|
1060496|1|Active|419000|||1761||31st|Ave||Greeley|Greeley|80634|Woodbriar 2nd Fg 1st Rplt|Weld|10|9|4|3|Four-Level||Attached|2|Scott|Heath|Greeley Central|MB/Brazelton Realty Inc|9703510405|Kendal Brazelton|9703020480|1BRAZ|55|R2258286|1972|0|2348|2348|1727|553|621||621|90%+ Finished Basement|Separate Dining Room|Family/Recreation Room Fireplace|Forced Air|3/4 Primary Bath||0.19|8250|R-L||2383|2025|Discover the space, flexibility, and location you've been looking for! This beautifully designed 4-level home offers 2,348 square feet of living space with 4 bedrooms, 3 bathrooms, and a 2-car garage. The multi-level floor plan creates the perfect balance of open gathering spaces and private retreats, making it ideal for both entertaining and everyday living. Multiple living areas provide endless possibilities for a family room, game room, home office, or workout space. Conveniently located near schools, shopping, restaurants, and parks, you'll enjoy quick access to daily conveniences and recreational opportunities. With its spacious layout and desirable location, this home offers the perfect combination of comfort, functionality, and value.||1|1||-104.732205|40.410709|1|Jul 07 2026 04:15AM|05/28/2026||||Cash,Conventional,FHA,VA|Private Owner|
1060784|1|Active|410000|||727||41st|Ave Ct||Greeley|Greeley|80634|Shawsheen South|Weld|10|2|3|2|Four-Level||Attached|2|Shawsheen|Franklin|Northridge|Group Harmony|9702290700|Sarah Goodyear|9705819112|9GRPH|51|R1868286|1977|0|2022|1927|1343||157|584|584|Full Basement,75%+Finished Basement|Open Floor Plan|Living Room Fireplace|Forced Air|Full Primary Bath||0.14|6164|Res||2314|2025|Welcome to this spacious home in the popular Shawsheen neighborhood in West Greeley. South facing driveway, and located in a cul-de-sac. Inside you will find an open living space and kitchen area with hard surface flooring. Upstairs has new carpet and freshly painted walls. New exterior paint. The fully finished basement can be your 4th bedroom, or flex space to fit your lifestyle. Large backyard with a covered deck. ***This home qualifies for a 5K Credit from KeyBank and 100% Financing.||0|0||-104.746938|40.425171|2|Jun 19 2026 11:03AM|06/03/2026||||Cash,Conventional,FHA,VA|Private Owner|
